codigo,nombre,categoria,subcategoria,descripcion,descripcion_original,caracteristicas,precio,stock,imagen,imagen_archivo,destacado,pagina_pdf
MC4,Conector MC4 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector MC4 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector MC4 - Macho + Hembra,"Código: MC4,Macho + Hembra",0,0,/images/productos/mc4.webp,mc4.webp,0,3
MC4-Y2,Conector  MC4Y-2 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector  MC4Y-2 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector  MC4Y-2 - Macho + Hembra,"Código: MC4-Y2,Macho + Hembra",0,0,/images/productos/mc4-y2.webp,mc4-y2.webp,0,3
MC4-Y3,Conector  MC4Y-3 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector  MC4Y-3 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector  MC4Y-3 - Macho + Hembra,"Código: MC4-Y3,Macho + Hembra",0,0,/images/productos/mc4-y3.webp,mc4-y3.webp,0,4
MC4-T2,Conector  MC4T-2 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector  MC4T-2 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector  MC4T-2 - Macho + Hembra,"Código: MC4-T2,Macho + Hembra",0,0,/images/productos/mc4-t2.webp,mc4-t2.webp,0,4
MC4-T3,Conector  MC4T-3 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector  MC4T-3 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector  MC4T-3 - Macho + Hembra,"Código: MC4-T3,Macho + Hembra",0,0,/images/productos/mc4-t3.webp,mc4-t3.webp,0,4
MC4-T4,Conector  MC4T-4 - Macho + Hembra,Energía Solar,Accesorios P/Paneles,"Conector  MC4T-4 - Macho + Hembra. Pensado para instalaciones solares en motorhomes, casas rodantes y sistemas off-grid.",Conector  MC4T-4 - Macho + Hembra,"Código: MC4-T4,Macho + Hembra",0,0,/images/productos/mc4-t4.webp,mc4-t4.webp,0,4
RM.15.L,Regulador MPPT 15ah Max,Reguladores,Reguladores Solares MPPT,Regulador MPPT 15ah Max. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 15ah Max - 12v 24v,"Código: RM.15.L,12v 24v",0,0,/images/productos/rm-15-l.webp,rm-15-l.webp,0,4
RM.20,Regulador MPPT 20ah,Reguladores,Reguladores Solares MPPT,Regulador MPPT 20ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 20ah - 12v 24v,"Código: RM.20,12v 24v",0,0,/images/productos/rm-20.webp,rm-20.webp,0,4
RM.20.L,Regulador MPPT 20ah Max,Reguladores,Reguladores Solares MPPT,Regulador MPPT 20ah Max. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 20ah Max - 12v 24v,"Código: RM.20.L,12v 24v",0,0,/images/productos/rm-20-l.webp,rm-20-l.webp,0,4
RM.30.L,Regulador MPPT 30ah Max,Reguladores,Reguladores Solares MPPT,Regulador MPPT 30ah Max. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 30ah Max - 12v 24v,"Código: RM.30.L,12v 24v",0,0,/images/productos/rm-30-l.webp,rm-30-l.webp,0,4
RM.40.L,Regulador MPPT 40ah Max,Reguladores,Reguladores Solares MPPT,Regulador MPPT 40ah Max. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 40ah Max - 12v 24v,"Código: RM.40.L,12v 24v",0,0,/images/productos/rm-40-l.webp,rm-40-l.webp,0,5
RM.40,Regulador MPPT 40ah C/Display,Reguladores,Reguladores Solares MPPT,Regulador MPPT 40ah C/Display. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 40ah C/Display - 12v 24v,"Código: RM.40,12v 24v",0,0,/images/productos/rm-40.webp,rm-40.webp,0,5
RM.60,Regulador MPPT 60ah,Reguladores,Reguladores Solares MPPT,Regulador MPPT 60ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 60ah - 12v 24v,"Código: RM.60,12v 24v",0,0,/images/productos/rm-60.webp,rm-60.webp,0,5
RM.60.L,Regulador MPPT 60A C/Bluetooth,Reguladores,Reguladores Solares MPPT,Regulador MPPT 60A C/Bluetooth. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 60A C/Bluetooth - 12v 24v - Max,"Código: RM.60.L,12v 24v,Max",0,0,/images/productos/rm-60-l.webp,rm-60-l.webp,0,5
RM.80,Regulador MPPT 80ah,Reguladores,Reguladores Solares MPPT,Regulador MPPT 80ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 80ah - 12v 24v,"Código: RM.80,12v 24v",0,0,/images/productos/rm-80.webp,rm-80.webp,0,5
RM.100,Regulador MPPT 100ah,Reguladores,Reguladores Solares MPPT,Regulador MPPT 100ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador MPPT 100ah - 12v 24v,"Código: RM.100,12v 24v",0,0,/images/productos/rm-100.webp,rm-100.webp,0,5
RP.10,Regulador PWM 10ah,Reguladores,Reguladores Solares PWM,Regulador PWM 10ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 10ah - 12v 24v,"Código: RP.10,12v 24v",0,0,/images/productos/rp-10.webp,rp-10.webp,0,5
RP.20,Regulador PWM 20ah,Reguladores,Reguladores Solares PWM,Regulador PWM 20ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 20ah - 12v 24v,"Código: RP.20,12v 24v",0,0,/images/productos/rp-20.webp,rp-20.webp,0,5
RP.30,Regulador PWM 30ah,Reguladores,Reguladores Solares PWM,Regulador PWM 30ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 30ah - 12v 24v,"Código: RP.30,12v 24v",0,0,/images/productos/rp-30.webp,rp-30.webp,0,6
RP.40,Regulador PWM 40ah,Reguladores,Reguladores Solares PWM,Regulador PWM 40ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 40ah - 12v 24v,"Código: RP.40,12v 24v",0,0,/images/productos/rp-40.webp,rp-40.webp,0,6
RP.60,Regulador PWM 60ah,Reguladores,Reguladores Solares PWM,Regulador PWM 60ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 60ah - 12v 24v,"Código: RP.60,12v 24v",0,0,/images/productos/rp-60.webp,rp-60.webp,0,6
RP.80,Regulador PWM 80ah,Reguladores,Reguladores Solares PWM,Regulador PWM 80ah. Adecuado para gestionar la carga de sistemas solares en instalaciones móviles o autónomas.,Regulador PWM 80ah - 12v 24v,"Código: RP.80,12v 24v",0,0,/images/productos/rp-80.webp,rp-80.webp,0,6
II.1000.12,Inversor Inteligente BELTTT 1000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente BELTTT 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente BELTTT 1000W - MPPT 40AH - OFF GRID - 12v,"Código: II.1000.12,MPPT 40AH,OFF GRID,12v",0,0,/images/productos/ii-1000-12.webp,ii-1000-12.webp,0,6
II.2000.12,Inversor Inteligente BELTTT 2000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente BELTTT 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente BELTTT 2000W - MPPT 80AH - OFF GRID - 12v,"Código: II.2000.12,MPPT 80AH,OFF GRID,12v",0,0,/images/productos/ii-2000-12.webp,ii-2000-12.webp,0,6
II.3000.B24,Inversor Inteligente BELTTT 4200W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente BELTTT 4200W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente BELTTT 4200W - MPPT 120AH - OFF GRID - 24v,"Código: II.3000.B24,MPPT 120AH,OFF GRID,24v",0,0,/images/productos/ii-3000-b24.webp,ii-3000-b24.webp,0,6
II.1000.12V,Inversor Inteligente VOLTRONIK 1000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente VOLTRONIK 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente VOLTRONIK 1000W - MPPT 40AH - OFF GRID - 12v,"Código: II.1000.12V,MPPT 40AH,OFF GRID,12v",0,0,/images/productos/ii-1000-12v.webp,ii-1000-12v.webp,0,6
II.2000.24V,Inversor Inteligente VOLTRONIK 2000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente VOLTRONIK 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente VOLTRONIK 2000W - MPPT 40AH - OFF GRID - 24v,"Código: II.2000.24V,MPPT 40AH,OFF GRID,24v",0,0,/images/productos/ii-2000-24v.webp,ii-2000-24v.webp,0,7
II.3000.24V,Inversor Inteligente VOLTRONIK 3000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente VOLTRONIK 3000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente VOLTRONIK 3000W - MPPT 40AH - OFF GRID - 24v,"Código: II.3000.24V,MPPT 40AH,OFF GRID,24v",0,0,/images/productos/ii-3000-24v.webp,ii-3000-24v.webp,0,7
II.2000.24,Inversor Inteligente MUST 2000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente MUST 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente MUST 2000W - MPPT 80AH - OFF GRID - 24v,"Código: II.2000.24,MPPT 80AH,OFF GRID,24v",0,0,/images/productos/ii-2000-24.webp,ii-2000-24.webp,0,7
II.3000.24,Inversor Inteligente MUST 3000W,Inversores,Inversores Inteligentes OFF GRID,Inversor Inteligente MUST 3000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Inteligente MUST 3000W - MPPT 80AH - OFF GRID - 24v,"Código: II.3000.24,MPPT 80AH,OFF GRID,24v",0,0,/images/productos/ii-3000-24.webp,ii-3000-24.webp,0,7
IPP.1000.12,Inversor Onda Pura PROBATTERY 1000W,Inversores,Inversores Onda Pura,Inversor Onda Pura PROBATTERY 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura PROBATTERY 1000W - 12v a 220v,"Código: IPP.1000.12,12v a 220v",0,0,/images/productos/ipp-1000-12.webp,ipp-1000-12.webp,0,7
IPP.1500.12,Inversor Onda Pura PROBATTERY 1500W,Inversores,Inversores Onda Pura,Inversor Onda Pura PROBATTERY 1500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura PROBATTERY 1500W - 12v a 220v,"Código: IPP.1500.12,12v a 220v",0,0,/images/productos/ipp-1500-12.webp,ipp-1500-12.webp,0,7
IPP.3000.12,Inversor Onda Pura PROBATTERY 3000W,Inversores,Inversores Onda Pura,Inversor Onda Pura PROBATTERY 3000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura PROBATTERY 3000W - 12v a 220v,"Código: IPP.3000.12,12v a 220v",0,0,/images/productos/ipp-3000-12.webp,ipp-3000-12.webp,0,7
IP.300.12,Inversor Onda Pura 300W,Inversores,Inversores Onda Pura,Inversor Onda Pura 300W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 300W - 12v a 220v,"Código: IP.300.12,12v a 220v",0,0,/images/productos/ip-300-12.webp,ip-300-12.webp,0,7
IP.500.12,Inversor Onda Pura 500W,Inversores,Inversores Onda Pura,Inversor Onda Pura 500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 500W - 12v a 220v,"Código: IP.500.12,12v a 220v",0,0,/images/productos/ip-500-12.webp,ip-500-12.webp,0,8
IP.1000.12,Inversor Onda Pura 1000W,Inversores,Inversores Onda Pura,Inversor Onda Pura 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 1000W - 12v a 220v,"Código: IP.1000.12,12v a 220v",0,0,/images/productos/ip-1000-12.webp,ip-1000-12.webp,0,8
IP.1500.12,Inversor Onda Pura 1500W,Inversores,Inversores Onda Pura,Inversor Onda Pura 1500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 1500W - 12v a 220v,"Código: IP.1500.12,12v a 220v",0,0,/images/productos/ip-1500-12.webp,ip-1500-12.webp,0,8
IP.2000.12,Inversor Onda Pura 2000W,Inversores,Inversores Onda Pura,Inversor Onda Pura 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 2000W - 12v a 220v,"Código: IP.2000.12,12v a 220v",0,0,/images/productos/ip-2000-12.webp,ip-2000-12.webp,0,8
IP.300.24,Inversor Onda Pura 300W,Inversores,Inversores Onda Pura,Inversor Onda Pura 300W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 300W - 24v a 220v,"Código: IP.300.24,24v a 220v",0,0,/images/productos/ip-300-24.webp,ip-300-24.webp,0,8
IP.500.24,Inversor Onda Pura 500W,Inversores,Inversores Onda Pura,Inversor Onda Pura 500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 500W - 24v a 220v,"Código: IP.500.24,24v a 220v",0,0,/images/productos/ip-500-24.webp,ip-500-24.webp,0,8
IP.1000.24,Inversor Onda Pura 1000W,Inversores,Inversores Onda Pura,Inversor Onda Pura 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 1000W - 24v a 220v,"Código: IP.1000.24,24v a 220v",0,0,/images/productos/ip-1000-24.webp,ip-1000-24.webp,0,8
IP.1500.24,Inversor Onda Pura 1500W,Inversores,Inversores Onda Pura,Inversor Onda Pura 1500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 1500W - 24v a 220v,"Código: IP.1500.24,24v a 220v",0,0,/images/productos/ip-1500-24.webp,ip-1500-24.webp,0,8
IP.2000.24,Inversor Onda Pura 2000W,Inversores,Inversores Onda Pura,Inversor Onda Pura 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 2000W - 24v a 220v,"Código: IP.2000.24,24v a 220v",0,0,/images/productos/ip-2000-24.webp,ip-2000-24.webp,0,9
IP.3000.24,Inversor Onda Pura 3000W,Inversores,Inversores Onda Pura,Inversor Onda Pura 3000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Pura 3000W - 24v a 220v,"Código: IP.3000.24,24v a 220v",0,0,/images/productos/ip-3000-24.webp,ip-3000-24.webp,0,9
IM.300.12,Inversor Onda Modificada 300W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 300W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 300W - 12v a 220v,"Código: IM.300.12,12v a 220v",0,0,/images/productos/im-300-12.webp,im-300-12.webp,0,9
IM.500.12,Inversor Onda Modificada 500W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 500W - 12v a 220v,"Código: IM.500.12,12v a 220v",0,0,/images/productos/im-500-12.webp,im-500-12.webp,0,9
IM.1000.12,Inversor Onda Modificada 1000W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 1000W - 12v a 220v,"Código: IM.1000.12,12v a 220v",0,0,/images/productos/im-1000-12.webp,im-1000-12.webp,0,9
IM.1500.12,Inversor Onda Modificada 1500W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 1500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 1500W - 12v a 220v,"Código: IM.1500.12,12v a 220v",0,0,/images/productos/im-1500-12.webp,im-1500-12.webp,0,9
IM.2000.12,Inversor Onda Modificada 2000W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 2000W - 12v a 220v,"Código: IM.2000.12,12v a 220v",0,0,/images/productos/im-2000-12.webp,im-2000-12.webp,0,9
IM.3000.12,Inversor Onda Modificada 3000W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 3000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 3000W - 12v a 220v,"Código: IM.3000.12,12v a 220v",0,0,/images/productos/im-3000-12.webp,im-3000-12.webp,0,9
IM.300.24,Inversor Onda Modificada 300W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 300W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 300W - 24v a 220v,"Código: IM.300.24,24v a 220v",0,0,/images/productos/im-300-24.webp,im-300-24.webp,0,10
IM.500.24,Inversor Onda Modificada 500W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 500W - 24v a 220v,"Código: IM.500.24,24v a 220v",0,0,/images/productos/im-500-24.webp,im-500-24.webp,0,10
IM.1000.24,Inversor Onda Modificada 1000W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 1000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 1000W - 24v a 220v,"Código: IM.1000.24,24v a 220v",0,0,/images/productos/im-1000-24.webp,im-1000-24.webp,0,10
IM.1500.24,Inversor Onda Modificada 1500W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 1500W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 1500W - 24v a 220v,"Código: IM.1500.24,24v a 220v",0,0,/images/productos/im-1500-24.webp,im-1500-24.webp,0,10
IM.2000.24,Inversor Onda Modificada 2000W,Inversores,Inversores Onda Modificada,Inversor Onda Modificada 2000W. Una solución para complementar instalaciones eléctricas de motorhomes y sistemas de energía autónomos.,Inversor Onda Modificada 2000W - 24v a 220v,"Código: IM.2000.24,24v a 220v",0,0,/images/productos/im-2000-24.webp,im-2000-24.webp,0,10
